NodeID,Y,Z,Displacement,Stress_L1,Stress_L2,Stress_L4
2,100,-100,0.00E+00,1.87E+02,1.62E+01,3.85E+02
3,100,-93.3333,0.00E+00,2.11E+02,1.98E+01,4.39E+02
4,100,-86.6667,0.00E+00,2.37E+02,2.79E+01,5.20E+02
5,100,-80,0.00E+00,2.34E+02,3.27E+01,5.59E+02
6,100,-73.3333,0.00E+00,2.18E+02,3.15E+01,5.76E+02
7,100,-66.6667,0.00E+00,1.94E+02,2.80E+01,5.77E+02
8,100,-60,0.00E+00,1.65E+02,2.53E+01,5.69E+02
9,100,-53.3333,0.00E+00,1.34E+02,2.58E+01,5.57E+02
10,100,-46.6667,0.00E+00,1.05E+02,3.02E+01,5.43E+02
11,100,-40,0.00E+00,7.74E+01,3.77E+01,5.27E+02
12,100,-33.3333,0.00E+00,5.21E+01,4.73E+01,5.12E+02
13,100,-26.6667,0.00E+00,2.94E+01,5.82E+01,4.96E+02
14,100,-20,0.00E+00,1.29E+01,7.02E+01,4.80E+02
15,100,-13.3333,0.00E+00,1.40E+01,8.30E+01,4.65E+02
16,100,-6.66667,0.00E+00,2.87E+01,9.67E+01,4.48E+02
17,100,0,0.00E+00,4.33E+01,1.11E+02,4.31E+02
18,100,6.66667,0.00E+00,5.66E+01,1.27E+02,4.14E+02
19,100,13.3333,0.00E+00,6.82E+01,1.44E+02,3.96E+02
20,100,20,0.00E+00,7.85E+01,1.62E+02,3.76E+02
21,100,26.6667,0.00E+00,8.73E+01,1.82E+02,3.56E+02
22,100,33.3333,0.00E+00,9.47E+01,2.04E+02,3.34E+02
23,100,40,0.00E+00,1.01E+02,2.27E+02,3.11E+02
24,100,46.6667,0.00E+00,1.05E+02,2.52E+02,2.85E+02
25,100,53.3333,0.00E+00,1.07E+02,2.77E+02,2.57E+02
26,100,60,0.00E+00,1.06E+02,3.03E+02,2.24E+02
27,100,66.6667,0.00E+00,9.99E+01,3.27E+02,1.87E+02
28,100,73.3333,0.00E+00,8.61E+01,3.45E+02,1.42E+02
29,100,80,0.00E+00,6.09E+01,3.53E+02,9.20E+01
30,100,86.6667,0.00E+00,3.19E+01,3.46E+02,5.17E+01
31,100,93.3333,0.00E+00,1.67E+01,3.06E+02,3.12E+01
32,100,100,0.00E+00,1.44E+01,2.75E+02,2.48E+01
33,93.3333,100,0.00E+00,1.73E+01,3.08E+02,3.17E+01
34,86.6667,100,0.00E+00,2.89E+01,3.54E+02,5.18E+01
35,80,100,0.00E+00,5.46E+01,3.68E+02,9.26E+01
