NodeID,Y,Z,Displacement,Stress_L1,Stress_L2,Stress_L4
2,99.9892,-99.9892,1.36E+00,3.91E+01,1.54E+01,5.11E+01
3,99.9906,-93.3209,1.49E+00,3.96E+01,1.60E+01,5.17E+01
4,99.9928,-86.6534,1.60E+00,3.95E+01,1.67E+01,5.17E+01
5,99.9956,-79.9864,1.70E+00,3.87E+01,1.74E+01,5.08E+01
6,99.9988,-73.3201,1.80E+00,3.73E+01,1.81E+01,4.93E+01
7,100.002,-66.6543,1.89E+00,3.56E+01,1.89E+01,4.72E+01
8,100.006,-59.9887,1.97E+00,3.37E+01,1.96E+01,4.49E+01
9,100.01,-53.3234,2.04E+00,3.18E+01,2.03E+01,4.25E+01
10,100.013,-46.6582,2.10E+00,3.02E+01,2.11E+01,3.99E+01
11,100.016,-39.993,2.16E+00,2.89E+01,2.18E+01,3.74E+01
12,100.019,-33.3278,2.20E+00,2.79E+01,2.25E+01,3.47E+01
13,100.021,-26.6626,2.24E+00,2.73E+01,2.32E+01,3.20E+01
14,100.023,-19.9972,2.27E+00,2.69E+01,2.39E+01,2.93E+01
15,100.024,-13.3318,2.29E+00,2.67E+01,2.46E+01,2.66E+01
16,100.025,-6.66638,2.29E+00,2.67E+01,2.53E+01,2.39E+01
17,100.025,-0.000995458,2.29E+00,2.67E+01,2.61E+01,2.14E+01
18,100.024,6.66434,2.28E+00,2.68E+01,2.71E+01,1.89E+01
19,100.022,13.3296,2.26E+00,2.68E+01,2.82E+01,1.65E+01
20,100.02,19.9948,2.23E+00,2.69E+01,2.95E+01,1.43E+01
21,100.018,26.6599,2.19E+00,2.69E+01,3.10E+01,1.21E+01
22,100.015,33.3249,2.14E+00,2.69E+01,3.27E+01,1.02E+01
23,100.012,39.9899,2.09E+00,2.68E+01,3.46E+01,8.37E+00
24,100.008,46.6549,2.03E+00,2.67E+01,3.66E+01,6.88E+00
25,100.004,53.3199,1.96E+00,2.66E+01,3.89E+01,5.83E+00
26,100.001,59.9851,1.88E+00,2.63E+01,4.12E+01,5.38E+00
27,99.997,66.6505,1.80E+00,2.60E+01,4.35E+01,5.55E+00
28,99.9935,73.3163,1.70E+00,2.56E+01,4.55E+01,6.20E+00
29,99.9905,79.9825,1.61E+00,2.52E+01,4.70E+01,7.09E+00
30,99.988,86.6494,1.50E+00,2.47E+01,4.79E+01,8.03E+00
31,99.9862,93.3169,1.38E+00,2.41E+01,4.80E+01,8.90E+00
32,99.9851,99.9851,1.26E+00,2.35E+01,4.74E+01,9.63E+00
33,93.3168,99.9861,1.38E+00,2.41E+01,4.81E+01,8.92E+00
34,86.6492,99.9879,1.50E+00,2.46E+01,4.81E+01,8.07E+00
35,79.9823,99.9903,1.61E+00,2.51E+01,4.74E+01,7.15E+00
36,73.3159,99.9933,1.71E+00,2.56E+01,4.59E+01,6.27E+00
37,66.6501,99.9968,1.80E+00,2.59E+01,4.39E+01,5.61E+00
38,59.9847,100,1.88E+00,2.62E+01,4.17E+01,5.40E+00
39,53.3195,100.004,1.96E+00,2.65E+01,3.93E+01,5.82E+00
40,46.6544,100.008,2.03E+00,2.66E+01,3.70E+01,6.85E+00
41,39.9894,100.012,2.09E+00,2.67E+01,3.49E+01,8.34E+00
42,33.3245,100.015,2.14E+00,2.67E+01,3.29E+01,1.01E+01
43,26.6594,100.018,2.19E+00,2.67E+01,3.12E+01,1.21E+01
44,19.9944,100.02,2.23E+00,2.67E+01,2.97E+01,1.43E+01
45,13.3292,100.022,2.26E+00,2.66E+01,2.84E+01,1.65E+01
46,6.66395,100.024,2.28E+00,2.65E+01,2.73E+01,1.89E+01
47,-0.00135952,100.025,2.29E+00,2.65E+01,2.63E+01,2.14E+01
48,-6.66673,100.025,2.30E+00,2.64E+01,2.54E+01,2.39E+01
49,-13.3321,100.025,2.29E+00,2.65E+01,2.47E+01,2.66E+01
50,-19.9975,100.023,2.27E+00,2.66E+01,2.40E+01,2.92E+01
