NodeID,Y,Z,Displacement,Stress_L1,Stress_L2,Stress_L4
2,99.9849,-99.9846,2.37E-01,9.30E+01,1.57E+02,9.82E+01
3,99.9907,-93.3081,3.88E-01,1.29E+02,1.30E+02,1.42E+02
4,99.9955,-86.6379,4.88E-01,1.27E+02,1.37E+02,1.41E+02
5,100,-79.9703,5.63E-01,1.28E+02,1.39E+02,1.48E+02
6,100.005,-73.3044,6.21E-01,1.26E+02,1.38E+02,1.54E+02
7,100.01,-66.6397,6.68E-01,1.23E+02,1.36E+02,1.57E+02
8,100.015,-59.9756,7.06E-01,1.19E+02,1.33E+02,1.59E+02
9,100.02,-53.3118,7.39E-01,1.14E+02,1.30E+02,1.59E+02
10,100.024,-46.6482,7.66E-01,1.10E+02,1.27E+02,1.59E+02
11,100.027,-39.9845,7.90E-01,1.06E+02,1.24E+02,1.58E+02
12,100.03,-33.3207,8.09E-01,1.03E+02,1.22E+02,1.58E+02
13,100.033,-26.657,8.25E-01,1.01E+02,1.20E+02,1.57E+02
14,100.035,-19.9931,8.38E-01,9.92E+01,1.19E+02,1.56E+02
15,100.036,-13.3291,8.47E-01,9.83E+01,1.18E+02,1.56E+02
16,100.037,-6.6651,8.53E-01,9.80E+01,1.18E+02,1.55E+02
17,100.037,-0.00107021,8.56E-01,9.83E+01,1.18E+02,1.54E+02
18,100.037,6.66296,8.55E-01,9.92E+01,1.18E+02,1.54E+02
19,100.036,13.327,8.52E-01,1.01E+02,1.19E+02,1.53E+02
20,100.034,19.9909,8.44E-01,1.03E+02,1.20E+02,1.52E+02
21,100.032,26.6549,8.34E-01,1.06E+02,1.22E+02,1.52E+02
22,100.029,33.3187,8.20E-01,1.10E+02,1.24E+02,1.51E+02
23,100.026,39.9825,8.02E-01,1.14E+02,1.27E+02,1.50E+02
24,100.022,46.6462,7.80E-01,1.19E+02,1.31E+02,1.49E+02
25,100.017,53.3099,7.53E-01,1.25E+02,1.34E+02,1.49E+02
26,100.012,59.9739,7.21E-01,1.32E+02,1.38E+02,1.48E+02
27,100.006,66.6382,6.81E-01,1.38E+02,1.41E+02,1.48E+02
28,100,73.3032,6.31E-01,1.44E+02,1.43E+02,1.51E+02
29,99.9933,79.9694,5.68E-01,1.47E+02,1.42E+02,1.56E+02
30,99.9865,86.6375,4.85E-01,1.46E+02,1.38E+02,1.59E+02
31,99.9803,93.3072,3.77E-01,1.35E+02,1.30E+02,1.55E+02
32,99.979,99.979,2.53E-01,1.59E+02,8.06E+01,2.04E+02
33,93.3068,99.9787,3.73E-01,1.40E+02,1.32E+02,1.58E+02
34,86.6367,99.9842,4.80E-01,1.52E+02,1.44E+02,1.64E+02
35,79.9683,99.9905,5.64E-01,1.54E+02,1.50E+02,1.62E+02
36,73.3017,99.9971,6.28E-01,1.52E+02,1.51E+02,1.57E+02
37,66.6365,100.004,6.79E-01,1.46E+02,1.50E+02,1.53E+02
38,59.9722,100.01,7.19E-01,1.39E+02,1.47E+02,1.52E+02
39,53.3083,100.015,7.52E-01,1.32E+02,1.42E+02,1.51E+02
40,46.6447,100.02,7.78E-01,1.25E+02,1.38E+02,1.51E+02
41,39.9811,100.025,8.00E-01,1.19E+02,1.34E+02,1.51E+02
42,33.3174,100.028,8.17E-01,1.13E+02,1.30E+02,1.52E+02
43,26.6536,100.031,8.30E-01,1.09E+02,1.27E+02,1.52E+02
44,19.9898,100.034,8.40E-01,1.05E+02,1.24E+02,1.52E+02
45,13.3258,100.036,8.46E-01,1.02E+02,1.22E+02,1.52E+02
46,6.6618,100.037,8.49E-01,9.94E+01,1.20E+02,1.53E+02
47,-0.00225411,100.037,8.48E-01,9.77E+01,1.19E+02,1.53E+02
48,-6.66632,100.037,8.44E-01,9.67E+01,1.18E+02,1.53E+02
49,-13.3303,100.037,8.37E-01,9.64E+01,1.18E+02,1.54E+02
50,-19.9944,100.036,8.27E-01,9.69E+01,1.18E+02,1.54E+02
51,-26.6583,100.034,8.14E-01,9.81E+01,1.19E+02,1.54E+02
52,-33.3221,100.032,7.97E-01,1.00E+02,1.20E+02,1.54E+02
53,-39.9859,100.029,7.77E-01,1.03E+02,1.22E+02,1.55E+02
54,-46.6496,100.025,7.54E-01,1.07E+02,1.24E+02,1.55E+02
