NodeID,Y,Z,Displacement,Stress_L1,Stress_L2,Stress_L4
2,99.9755,-99.9756,2.30E+00,6.81E+01,2.51E+01,8.21E+01
3,99.9775,-93.3067,2.46E+00,6.89E+01,2.60E+01,8.31E+01
4,99.9807,-86.639,2.61E+00,6.84E+01,2.71E+01,8.27E+01
5,99.9849,-79.9723,2.76E+00,6.68E+01,2.82E+01,8.10E+01
6,99.99,-73.3065,2.89E+00,6.41E+01,2.94E+01,7.82E+01
7,99.9956,-66.6417,3.01E+00,6.09E+01,3.05E+01,7.47E+01
8,100.001,-59.9773,3.11E+00,5.75E+01,3.17E+01,7.08E+01
9,100.007,-53.3132,3.21E+00,5.43E+01,3.28E+01,6.68E+01
10,100.013,-46.6494,3.30E+00,5.13E+01,3.39E+01,6.28E+01
11,100.018,-39.9856,3.37E+00,4.88E+01,3.50E+01,5.89E+01
12,100.023,-33.3218,3.44E+00,4.69E+01,3.61E+01,5.51E+01
13,100.027,-26.658,3.49E+00,4.54E+01,3.72E+01,5.14E+01
14,100.03,-19.994,3.53E+00,4.43E+01,3.83E+01,4.77E+01
15,100.032,-13.3299,3.56E+00,4.35E+01,3.94E+01,4.41E+01
16,100.033,-6.6658,3.58E+00,4.31E+01,4.06E+01,4.06E+01
17,100.033,-0.00169369,3.58E+00,4.28E+01,4.20E+01,3.71E+01
18,100.032,6.66236,3.57E+00,4.26E+01,4.35E+01,3.38E+01
19,100.03,13.3263,3.54E+00,4.24E+01,4.52E+01,3.06E+01
20,100.027,19.9902,3.51E+00,4.23E+01,4.72E+01,2.75E+01
21,100.023,26.654,3.46E+00,4.22E+01,4.95E+01,2.46E+01
22,100.018,33.3176,3.40E+00,4.20E+01,5.21E+01,2.17E+01
23,100.013,39.9812,3.33E+00,4.18E+01,5.51E+01,1.90E+01
24,100.007,46.6447,3.25E+00,4.15E+01,5.84E+01,1.64E+01
25,100.001,53.3083,3.15E+00,4.11E+01,6.21E+01,1.40E+01
26,99.9951,59.9721,3.05E+00,4.06E+01,6.60E+01,1.18E+01
27,99.989,66.6363,2.94E+00,4.00E+01,6.99E+01,9.90E+00
28,99.9834,73.3011,2.81E+00,3.92E+01,7.35E+01,8.33E+00
29,99.9784,79.9667,2.68E+00,3.84E+01,7.64E+01,7.21E+00
30,99.9744,86.6333,2.54E+00,3.74E+01,7.82E+01,6.59E+00
31,99.9716,93.3011,2.38E+00,3.65E+01,7.87E+01,6.48E+00
32,99.9701,99.9701,2.22E+00,3.55E+01,7.79E+01,6.74E+00
