NodeID,Y,Z,Displacement,Stress_L1,Stress_L2,Stress_L4
301,-33.3232,33.3226,4.08E+00,1.18E+02,6.23E+01,1.64E+02
302,-33.3183,39.9941,3.74E+00,1.08E+02,5.87E+01,1.49E+02
303,-46.7029,13.3285,3.86E+00,7.39E+01,6.48E+01,7.97E+01
304,-40.0355,13.3291,4.35E+00,8.30E+01,7.07E+01,9.14E+01
305,-33.3677,13.3304,4.86E+00,9.69E+01,7.83E+01,1.11E+02
306,-40.0226,19.9915,4.20E+00,8.81E+01,6.73E+01,1.16E+02
307,-46.6929,19.9912,3.75E+00,7.67E+01,6.24E+01,9.80E+01
308,-33.3511,19.9929,4.66E+00,1.05E+02,7.31E+01,1.44E+02
309,-40.0428,6.66554,4.43E+00,8.40E+01,7.28E+01,6.71E+01
310,-46.7082,6.66523,3.92E+00,7.48E+01,6.67E+01,6.22E+01
311,-33.378,6.66618,4.97E+00,9.74E+01,8.14E+01,7.56E+01
312,-26.6616,93.3557,7.48E-01,4.25E+01,3.16E+01,7.15E+01
313,-26.6606,86.6915,1.14E+00,5.04E+01,3.77E+01,6.96E+01
314,-26.6593,80.0261,1.55E+00,5.54E+01,4.13E+01,7.11E+01
315,-26.6581,73.3594,1.96E+00,5.90E+01,4.50E+01,7.51E+01
316,-26.657,66.6915,2.36E+00,6.26E+01,4.85E+01,8.08E+01
317,-26.656,60.0224,2.77E+00,6.71E+01,5.21E+01,8.86E+01
318,-26.6552,53.352,3.18E+00,7.35E+01,5.58E+01,9.95E+01
319,-19.9942,73.3639,2.01E+00,5.65E+01,4.72E+01,6.78E+01
320,-13.3302,73.367,2.04E+00,5.49E+01,4.95E+01,6.03E+01
321,-6.66615,73.3685,2.06E+00,5.41E+01,5.19E+01,5.29E+01
322,-13.3305,80.0316,1.61E+00,5.10E+01,4.60E+01,5.83E+01
323,-13.331,86.6952,1.18E+00,4.54E+01,4.25E+01,5.83E+01
324,-13.3311,93.3579,7.71E-01,3.68E+01,3.66E+01,6.17E+01
325,-19.9959,86.6937,1.17E+00,4.76E+01,4.01E+01,6.40E+01
326,-19.995,80.0294,1.58E+00,5.29E+01,4.36E+01,6.48E+01
327,-19.9964,93.3571,7.62E-01,3.94E+01,3.40E+01,6.67E+01
328,-6.66623,86.6959,1.19E+00,4.37E+01,4.52E+01,5.26E+01
329,-6.66613,80.0326,1.62E+00,4.97E+01,4.85E+01,5.18E+01
330,-6.66591,93.3583,7.76E-01,3.47E+01,3.93E+01,5.67E+01
331,-13.3296,53.3694,3.38E+00,6.66E+01,6.06E+01,7.31E+01
332,-13.3297,60.0358,2.93E+00,6.21E+01,5.65E+01,6.75E+01
333,-13.3299,66.7017,2.48E+00,5.84E+01,5.28E+01,6.34E+01
334,-19.993,60.0302,2.86E+00,6.35E+01,5.44E+01,7.81E+01
335,-19.9926,53.362,3.30E+00,6.84E+01,5.84E+01,8.64E+01
336,-19.9936,66.6975,2.43E+00,5.98E+01,5.07E+01,7.22E+01
337,-6.66622,60.0386,2.96E+00,6.22E+01,5.86E+01,5.72E+01
338,-6.66634,53.3731,3.43E+00,6.72E+01,6.26E+01,6.01E+01
339,-6.66617,66.7038,2.50E+00,5.81E+01,5.51E+01,5.48E+01
340,-46.6497,73.34,1.71E+00,7.25E+01,3.84E+01,9.58E+01
341,-39.9856,73.3471,1.81E+00,6.74E+01,4.06E+01,8.92E+01
342,-33.3218,73.3536,1.89E+00,6.27E+01,4.28E+01,8.22E+01
343,-39.9877,80.0169,1.44E+00,6.29E+01,3.70E+01,8.34E+01
