NodeID,Y,Z,Displacement,Stress_L1,Stress_L2,Stress_L4
2,99.9434,-99.9436,2.29E+00,1.84E+02,5.61E+01,2.08E+02
3,99.9461,-93.2706,2.52E+00,1.86E+02,5.88E+01,2.11E+02
4,99.9519,-86.6008,2.72E+00,1.86E+02,6.18E+01,2.11E+02
5,99.9601,-79.9339,2.91E+00,1.83E+02,6.50E+01,2.07E+02
6,99.9702,-73.2693,3.08E+00,1.77E+02,6.84E+01,2.01E+02
7,99.9814,-66.6067,3.22E+00,1.70E+02,7.18E+01,1.92E+02
8,99.993,-59.9452,3.36E+00,1.61E+02,7.52E+01,1.83E+02
9,100.004,-53.2845,3.47E+00,1.53E+02,7.87E+01,1.73E+02
10,100.015,-46.6243,3.57E+00,1.44E+02,8.21E+01,1.63E+02
11,100.025,-39.9642,3.66E+00,1.37E+02,8.56E+01,1.54E+02
12,100.034,-33.304,3.74E+00,1.31E+02,8.92E+01,1.45E+02
13,100.041,-26.6438,3.80E+00,1.25E+02,9.29E+01,1.36E+02
14,100.047,-19.9833,3.85E+00,1.20E+02,9.67E+01,1.28E+02
15,100.051,-13.3227,3.88E+00,1.16E+02,1.01E+02,1.20E+02
16,100.054,-6.66205,3.90E+00,1.12E+02,1.05E+02,1.12E+02
17,100.054,-0.0013264,3.91E+00,1.09E+02,1.09E+02,1.05E+02
18,100.053,6.65938,3.90E+00,1.06E+02,1.14E+02,9.74E+01
19,100.05,13.32,3.88E+00,1.04E+02,1.20E+02,9.00E+01
20,100.045,19.9805,3.84E+00,1.02E+02,1.25E+02,8.27E+01
21,100.039,26.6408,3.79E+00,9.98E+01,1.32E+02,7.55E+01
22,100.031,33.3008,3.72E+00,9.80E+01,1.39E+02,6.84E+01
23,100.022,39.9608,3.64E+00,9.63E+01,1.47E+02,6.13E+01
24,100.011,46.6207,3.55E+00,9.47E+01,1.55E+02,5.43E+01
25,99.9996,53.2807,3.44E+00,9.31E+01,1.65E+02,4.74E+01
26,99.9875,59.941,3.32E+00,9.14E+01,1.74E+02,4.06E+01
27,99.9754,66.6022,3.18E+00,8.96E+01,1.84E+02,3.40E+01
28,99.9638,73.2646,3.03E+00,8.76E+01,1.92E+02,2.78E+01
29,99.9536,79.9289,2.86E+00,8.55E+01,1.99E+02,2.23E+01
30,99.9455,86.5957,2.66E+00,8.33E+01,2.03E+02,1.79E+01
31,99.9401,93.2653,2.45E+00,8.10E+01,2.03E+02,1.52E+01
32,99.9379,99.9382,2.22E+00,7.86E+01,2.00E+02,1.46E+01
33,93.2646,99.94,2.45E+00,8.09E+01,2.04E+02,1.52E+01
34,86.5944,99.945,2.67E+00,8.30E+01,2.05E+02,1.77E+01
35,79.9271,99.9528,2.86E+00,8.52E+01,2.02E+02,2.20E+01
36,73.2625,99.9629,3.03E+00,8.72E+01,1.95E+02,2.74E+01
37,66.5999,99.9744,3.19E+00,8.91E+01,1.87E+02,3.35E+01
38,59.9386,99.9866,3.32E+00,9.09E+01,1.77E+02,4.01E+01
39,53.2782,99.9988,3.45E+00,9.26E+01,1.67E+02,4.69E+01
40,46.6183,100.011,3.56E+00,9.41E+01,1.58E+02,5.39E+01
41,39.9585,100.021,3.65E+00,9.57E+01,1.49E+02,6.09E+01
42,33.2987,100.031,3.73E+00,9.73E+01,1.40E+02,6.80E+01
43,26.6387,100.039,3.79E+00,9.90E+01,1.33E+02,7.52E+01
44,19.9785,100.046,3.84E+00,1.01E+02,1.27E+02,8.24E+01
45,13.3181,100.051,3.88E+00,1.03E+02,1.21E+02,8.97E+01
46,6.65758,100.054,3.90E+00,1.05E+02,1.15E+02,9.70E+01
47,-0.00306458,100.055,3.91E+00,1.08E+02,1.10E+02,1.04E+02
48,-6.66375,100.055,3.91E+00,1.11E+02,1.06E+02,1.12E+02
49,-13.3244,100.053,3.89E+00,1.14E+02,1.01E+02,1.20E+02
50,-19.9849,100.048,3.85E+00,1.19E+02,9.73E+01,1.28E+02
51,-26.6453,100.043,3.81E+00,1.23E+02,9.35E+01,1.36E+02
52,-33.3055,100.035,3.74E+00,1.29E+02,8.97E+01,1.44E+02
53,-39.9656,100.027,3.67E+00,1.36E+02,8.61E+01,1.53E+02
54,-46.6256,100.017,3.58E+00,1.43E+02,8.25E+01,1.62E+02
55,-53.2856,100.006,3.48E+00,1.51E+02,7.90E+01,1.71E+02
56,-59.9461,99.9939,3.36E+00,1.59E+02,7.56E+01,1.81E+02
57,-66.6073,99.982,3.23E+00,1.68E+02,7.21E+01,1.91E+02
58,-73.2696,99.9705,3.08E+00,1.76E+02,6.86E+01,1.99E+02
59,-79.9338,99.96,2.91E+00,1.82E+02,6.52E+01,2.06E+02
60,-86.6004,99.9514,2.73E+00,1.86E+02,6.19E+01,2.10E+02
61,-93.27,99.9455,2.52E+00,1.86E+02,5.88E+01,2.11E+02
62,-99.9428,99.9427,2.29E+00,1.84E+02,5.61E+01,2.08E+02
63,-99.9453,93.2694,2.52E+00,1.87E+02,5.87E+01,2.12E+02
64,-99.9509,86.5993,2.73E+00,1.88E+02,6.17E+01,2.12E+02
