NodeID,Y,Z,Displacement,Stress_L1,Stress_L2,Stress_L4
131,-33.3381,-0.00135645,8.07E-01,5.19E+00,3.14E+00,3.03E+00
132,-26.6712,-0.00133328,8.65E-01,6.12E+00,3.83E+00,3.67E+00
133,-20.0041,-0.00124692,9.19E-01,7.34E+00,4.77E+00,4.57E+00
134,-13.3367,-0.0010609,9.66E-01,9.10E+00,6.17E+00,6.00E+00
135,-6.66885,-0.000688626,1.00E+00,1.15E+01,8.02E+00,8.17E+00
136,3.37E-06,-1.10E-06,1.02E+00,1.29E+01,9.04E+00,9.44E+00
137,6.66885,0.000686997,1.00E+00,1.15E+01,8.02E+00,8.17E+00
138,13.3368,0.00105986,9.66E-01,9.10E+00,6.17E+00,6.00E+00
139,20.0041,0.0012462,9.19E-01,7.34E+00,4.77E+00,4.57E+00
140,26.6712,0.00133279,8.65E-01,6.12E+00,3.83E+00,3.67E+00
141,33.3381,0.00135612,8.07E-01,5.19E+00,3.14E+00,3.03E+00
142,40.0049,0.00133876,7.46E-01,4.44E+00,2.62E+00,2.54E+00
143,46.6715,0.00129436,6.84E-01,3.83E+00,2.20E+00,2.16E+00
144,53.3381,0.00123167,6.21E-01,3.32E+00,1.85E+00,1.84E+00
145,60.0047,0.00115632,5.59E-01,2.88E+00,1.55E+00,1.57E+00
146,66.6713,0.00107197,4.98E-01,2.49E+00,1.29E+00,1.34E+00
147,73.3378,0.000980998,4.37E-01,2.13E+00,1.06E+00,1.12E+00
148,80.0042,0.000884944,3.78E-01,1.80E+00,8.41E-01,9.09E-01
149,86.6707,0.000784871,3.22E-01,1.48E+00,6.36E-01,7.08E-01
150,93.3371,0.000681732,2.67E-01,1.16E+00,4.39E-01,5.21E-01
151,0.000678555,6.66883,1.00E+00,1.16E+01,8.03E+00,8.19E+00
152,0.00104759,13.3368,9.66E-01,9.14E+00,6.19E+00,6.02E+00
153,0.00123916,20.0041,9.19E-01,7.36E+00,4.80E+00,4.57E+00
154,0.00132743,26.6712,8.65E-01,6.13E+00,3.85E+00,3.66E+00
155,0.00135187,33.3381,8.07E-01,5.19E+00,3.16E+00,3.02E+00
156,0.00133525,40.0048,7.46E-01,4.45E+00,2.63E+00,2.53E+00
157,0.00129137,46.6715,6.84E-01,3.84E+00,2.21E+00,2.15E+00
158,0.00122904,53.3381,6.21E-01,3.33E+00,1.86E+00,1.84E+00
159,0.00115395,60.0047,5.59E-01,2.88E+00,1.56E+00,1.57E+00
160,0.00106977,66.6713,4.97E-01,2.49E+00,1.30E+00,1.33E+00
161,0.000978894,73.3378,4.37E-01,2.13E+00,1.06E+00,1.11E+00
162,0.00088285,80.0042,3.78E-01,1.80E+00,8.47E-01,9.06E-01
163,0.000782788,86.6707,3.21E-01,1.48E+00,6.41E-01,7.06E-01
164,0.000679245,93.3371,2.67E-01,1.16E+00,4.46E-01,5.19E-01
165,-53.3382,6.66594,6.37E-01,3.10E+00,2.18E+00,1.44E+00
166,-53.3381,13.3332,6.43E-01,2.73E+00,2.47E+00,9.26E-01
167,-53.3379,20.0005,6.41E-01,2.26E+00,2.66E+00,5.73E-01
168,-53.3376,26.6677,6.31E-01,1.79E+00,2.74E+00,7.20E-01
169,-53.3372,33.3349,6.12E-01,1.38E+00,2.71E+00,1.17E+00
170,-53.3368,40.002,5.87E-01,1.05E+00,2.61E+00,1.57E+00
171,-53.3364,46.669,5.56E-01,7.97E-01,2.47E+00,1.86E+00
172,-53.3359,53.3359,5.21E-01,6.00E-01,2.31E+00,2.05E+00
173,-53.3355,60.0028,4.82E-01,4.50E-01,2.14E+00,2.16E+00
174,-53.3351,66.6697,4.41E-01,3.52E-01,1.97E+00,2.22E+00
175,-53.3348,73.3364,3.98E-01,3.17E-01,1.79E+00,2.25E+00
176,-53.3345,80.0032,3.54E-01,3.46E-01,1.61E+00,2.26E+00
177,-53.3342,86.6699,3.09E-01,4.27E-01,1.42E+00,2.28E+00
178,-53.334,93.3365,2.64E-01,5.45E-01,1.23E+00,2.31E+00
179,-60.0033,46.6686,5.13E-01,6.17E-01,2.26E+00,1.92E+00
180,-66.6701,46.6683,4.67E-01,4.67E-01,2.05E+00,1.95E+00
181,-73.3368,46.6679,4.20E-01,3.53E-01,1.84E+00,1.95E+00
182,-80.0035,46.6677,3.72E-01,2.88E-01,1.63E+00,1.96E+00
183,-86.6702,46.6674,3.24E-01,2.92E-01,1.42E+00,1.98E+00
184,-93.3367,46.6672,2.75E-01,3.76E-01,1.20E+00,2.01E+00
185,-73.3371,40.001,4.38E-01,5.18E-01,1.87E+00,1.59E+00
186,-73.3374,33.334,4.52E-01,7.84E-01,1.85E+00,1.17E+00
187,-73.3377,26.667,4.60E-01,1.10E+00,1.77E+00,7.36E-01
188,-73.3378,20,4.63E-01,1.44E+00,1.64E+00,4.57E-01
189,-73.3379,13.3329,4.60E-01,1.74E+00,1.46E+00,5.31E-01
190,-73.3379,6.66595,4.51E-01,1.97E+00,1.26E+00,8.31E-01
191,-66.6711,26.6672,5.18E-01,1.32E+00,2.07E+00,7.17E-01
192,-60.0044,26.6674,5.75E-01,1.55E+00,2.39E+00,7.14E-01
193,-66.6708,33.3343,5.06E-01,9.73E-01,2.12E+00,1.17E+00
194,-66.6705,40.0013,4.89E-01,6.80E-01,2.11E+00,1.59E+00
195,-60.0041,33.3346,5.60E-01,1.17E+00,2.41E+00,1.17E+00
196,-60.0037,40.0016,5.39E-01,8.55E-01,2.35E+00,1.59E+00
197,-66.6714,13.333,5.21E-01,2.05E+00,1.76E+00,6.51E-01
198,-60.0048,13.3331,5.82E-01,2.37E+00,2.09E+00,7.83E-01
199,-66.6713,20.0001,5.22E-01,1.70E+00,1.95E+00,4.81E-01
200,-60.0047,20.0003,5.82E-01,1.97E+00,2.29E+00,5.22E-01
201,-66.6714,6.66593,5.12E-01,2.32E+00,1.53E+00,1.02E+00
202,-60.0048,6.66592,5.74E-01,2.69E+00,1.83E+00,1.22E+00
203,-93.3373,26.6666,2.92E-01,4.16E-01,9.64E-01,9.48E-01
204,-86.6709,26.6667,3.47E-01,6.53E-01,1.23E+00,8.47E-01
205,-80.0043,26.6668,4.03E-01,8.81E-01,1.49E+00,7.78E-01
206,-86.6707,33.3336,3.43E-01,4.06E-01,1.32E+00,1.24E+00
207,-86.6705,40.0005,3.35E-01,2.63E-01,1.39E+00,1.63E+00
208,-93.3372,33.3335,2.90E-01,2.43E-01,1.07E+00,1.32E+00
209,-93.337,40.0004,2.84E-01,2.36E-01,1.15E+00,1.68E+00
210,-80.0041,33.3338,3.97E-01,5.95E-01,1.58E+00,1.19E+00
211,-80.0038,40.0007,3.87E-01,3.72E-01,1.63E+00,1.60E+00
212,-93.3373,13.3329,2.86E-01,8.53E-01,6.99E-01,3.97E-01
213,-86.671,13.3329,3.42E-01,1.15E+00,9.40E-01,3.80E-01
214,-80.0044,13.3329,4.00E-01,1.44E+00,1.19E+00,4.34E-01
215,-86.671,19.9998,3.47E-01,9.13E-01,1.09E+00,5.12E-01
216,-93.3373,19.9998,2.91E-01,6.43E-01,8.38E-01,6.13E-01
217,-80.0044,19.9999,4.04E-01,1.18E+00,1.36E+00,4.62E-01
218,-86.6709,6.66604,3.33E-01,1.34E+00,7.82E-01,4.96E-01
219,-93.3372,6.6661,2.78E-01,1.03E+00,5.62E-01,3.83E-01
220,-80.0044,6.66599,3.91E-01,1.65E+00,1.01E+00,6.55E-01
221,-60.0017,73.336,3.72E-01,3.81E-01,1.72E+00,2.47E+00
222,-66.6685,73.3357,3.44E-01,4.86E-01,1.64E+00,2.63E+00
223,-73.3353,73.3353,3.14E-01,6.00E-01,1.55E+00,2.74E+00
224,-80.0021,73.335,2.82E-01,7.14E-01,1.45E+00,2.81E+00
225,-86.6688,73.3346,2.48E-01,8.25E-01,1.33E+00,2.86E+00
226,-93.3355,73.3344,2.14E-01,9.34E-01,1.20E+00,2.90E+00
227,-73.3356,66.6685,3.44E-01,4.86E-01,1.64E+00,2.63E+00
228,-73.336,60.0017,3.73E-01,3.81E-01,1.72E+00,2.47E+00
229,-73.3364,53.3348,3.98E-01,3.17E-01,1.79E+00,2.25E+00
230,-66.6693,60.002,4.11E-01,3.35E-01,1.87E+00,2.41E+00
231,-60.0024,60.0024,4.48E-01,3.54E-01,2.01E+00,2.32E+00
232,-66.6689,66.6689,3.79E-01,3.91E-01,1.76E+00,2.54E+00
233,-60.002,66.6693,4.11E-01,3.35E-01,1.87E+00,2.41E+00
234,-66.6697,53.3352,4.41E-01,3.51E-01,1.97E+00,2.22E+00
235,-60.0028,53.3355,4.82E-01,4.49E-01,2.14E+00,2.16E+00
236,-93.3362,60.0008,2.49E-01,6.99E-01,1.23E+00,2.55E+00
237,-86.6695,60.0011,2.91E-01,5.77E-01,1.41E+00,2.52E+00
238,-80.0028,60.0014,3.32E-01,4.69E-01,1.57E+00,2.50E+00
239,-86.6692,66.6679,2.71E-01,7.09E-01,1.38E+00,2.72E+00
240,-93.3358,66.6676,2.33E-01,8.26E-01,1.22E+00,2.75E+00
241,-80.0024,66.6682,3.08E-01,5.95E-01,1.51E+00,2.68E+00
242,-86.6699,53.3342,3.09E-01,4.29E-01,1.42E+00,2.28E+00
243,-93.3365,53.334,2.64E-01,5.47E-01,1.22E+00,2.31E+00
244,-80.0032,53.3345,3.54E-01,3.47E-01,1.61E+00,2.26E+00
245,-73.3343,93.3355,2.14E-01,9.33E-01,1.21E+00,2.90E+00
246,-73.3346,86.6688,2.48E-01,8.24E-01,1.33E+00,2.86E+00
247,-73.3349,80.0021,2.82E-01,7.14E-01,1.45E+00,2.81E+00
248,-66.6679,86.6692,2.71E-01,7.08E-01,1.38E+00,2.72E+00
249,-60.0011,86.6695,2.91E-01,5.75E-01,1.41E+00,2.52E+00
250,-66.6676,93.3359,2.33E-01,8.25E-01,1.23E+00,2.75E+00
251,-60.0008,93.3362,2.49E-01,6.97E-01,1.23E+00,2.55E+00
252,-66.6682,80.0024,3.08E-01,5.95E-01,1.52E+00,2.68E+00
253,-60.0014,80.0028,3.32E-01,4.68E-01,1.57E+00,2.50E+00
254,-93.3348,86.6678,1.73E-01,1.11E+00,1.13E+00,3.08E+00
255,-86.6682,86.6682,1.99E-01,1.02E+00,1.21E+00,3.03E+00
256,-80.0014,86.6685,2.24E-01,9.28E-01,1.28E+00,2.96E+00
257,-86.6679,93.3349,1.73E-01,1.11E+00,1.13E+00,3.08E+00
258,-93.3345,93.3346,1.51E-01,1.19E+00,1.08E+00,3.13E+00
259,-80.0011,93.3352,1.94E-01,1.03E+00,1.18E+00,3.01E+00
260,-86.6685,80.0014,2.24E-01,9.28E-01,1.28E+00,2.96E+00
261,-93.3352,80.0011,1.94E-01,1.03E+00,1.17E+00,3.01E+00
262,-80.0017,80.0017,2.54E-01,8.24E-01,1.37E+00,2.90E+00
263,-6.666,46.6716,6.99E-01,3.58E+00,2.60E+00,1.69E+00
264,-13.3333,46.6715,7.04E-01,3.13E+00,2.92E+00,1.08E+00
265,-20.0008,46.6712,6.99E-01,2.57E+00,3.10E+00,6.29E-01
266,-26.6681,46.6708,6.84E-01,2.04E+00,3.13E+00,7.23E-01
267,-33.3353,46.6704,6.61E-01,1.61E+00,3.03E+00,1.15E+00
268,-40.0024,46.6699,6.32E-01,1.27E+00,2.87E+00,1.51E+00
269,-46.6695,46.6694,5.96E-01,1.01E+00,2.67E+00,1.74E+00
270,-26.6685,40.0039,7.35E-01,2.32E+00,3.54E+00,7.11E-01
271,-26.669,33.3368,7.82E-01,2.66E+00,3.98E+00,6.64E-01
272,-26.6696,26.6695,8.21E-01,3.09E+00,4.42E+00,6.30E-01
273,-26.6702,20.0021,8.52E-01,3.72E+00,4.77E+00,9.07E-01
274,-26.6707,13.3343,8.71E-01,4.59E+00,4.86E+00,1.73E+00
275,-26.6711,6.66648,8.76E-01,5.54E+00,4.53E+00,2.84E+00
276,-20.0021,26.6701,8.52E-01,3.73E+00,4.78E+00,9.11E-01
277,-13.3343,26.6707,8.71E-01,4.62E+00,4.87E+00,1.74E+00
278,-6.66649,26.6711,8.76E-01,5.56E+00,4.55E+00,2.84E+00
279,-13.3339,33.3377,8.19E-01,4.05E+00,4.10E+00,1.46E+00
280,-13.3336,40.0047,7.63E-01,3.56E+00,3.45E+00,1.25E+00
281,-20.0015,33.3373,8.06E-01,3.28E+00,4.16E+00,7.66E-01
282,-20.0011,40.0043,7.54E-01,2.91E+00,3.60E+00,6.90E-01
283,-6.66625,33.338,8.19E-01,4.78E+00,3.73E+00,2.36E+00
284,-6.6661,40.0049,7.60E-01,4.13E+00,3.10E+00,1.99E+00
285,-13.3363,6.66737,9.69E-01,7.91E+00,6.98E+00,4.63E+00
286,-13.3355,13.3356,9.50E-01,6.38E+00,6.66E+00,3.09E+00
287,-13.3349,20.0033,9.16E-01,5.33E+00,5.78E+00,2.20E+00
288,-20.0033,13.3349,9.16E-01,5.31E+00,5.78E+00,2.18E+00
289,-20.0039,6.66684,9.27E-01,6.51E+00,5.61E+00,3.50E+00
290,-20.0027,20.0027,8.90E-01,4.36E+00,5.38E+00,1.30E+00
291,-6.66738,13.3363,9.68E-01,7.94E+00,6.99E+00,4.65E+00
292,-6.66812,6.6681,9.96E-01,1.00E+01,8.20E+00,6.57E+00
293,-6.66685,20.0038,9.26E-01,6.54E+00,5.62E+00,3.51E+00
294,-46.6709,26.6681,6.85E-01,2.04E+00,3.12E+00,7.26E-01
295,-40.0039,26.6685,7.35E-01,2.32E+00,3.54E+00,7.13E-01
296,-33.3368,26.669,7.82E-01,2.65E+00,3.98E+00,6.65E-01
297,-40.0034,33.3358,7.07E-01,1.87E+00,3.36E+00,1.08E+00
298,-40.0029,40.0029,6.72E-01,1.54E+00,3.12E+00,1.36E+00
299,-46.6704,33.3353,6.62E-01,1.61E+00,3.03E+00,1.15E+00
300,-46.6699,40.0024,6.32E-01,1.27E+00,2.87E+00,1.51E+00
301,-33.3362,33.3363,7.48E-01,2.21E+00,3.69E+00,9.04E-01
302,-33.3357,40.0034,7.07E-01,1.88E+00,3.36E+00,1.08E+00
303,-46.6715,13.3334,7.04E-01,3.12E+00,2.91E+00,1.08E+00
304,-40.0047,13.3336,7.63E-01,3.55E+00,3.44E+00,1.25E+00
305,-33.3377,13.3339,8.19E-01,4.03E+00,4.09E+00,1.46E+00
306,-40.0043,20.0011,7.55E-01,2.89E+00,3.59E+00,6.89E-01
307,-46.6712,20.0008,6.99E-01,2.56E+00,3.10E+00,6.29E-01
308,-33.3373,20.0015,8.06E-01,3.27E+00,4.15E+00,7.63E-01
309,-40.0049,6.66609,7.60E-01,4.12E+00,3.09E+00,2.00E+00
310,-46.6716,6.66599,6.99E-01,3.57E+00,2.59E+00,1.70E+00
311,-33.338,6.66624,8.20E-01,4.76E+00,3.72E+00,2.36E+00
312,-26.6667,93.3373,2.92E-01,4.20E-01,9.70E-01,9.49E-01
313,-26.6668,86.6708,3.47E-01,6.58E-01,1.23E+00,8.48E-01
314,-26.6669,80.0043,4.03E-01,8.86E-01,1.50E+00,7.79E-01
315,-26.667,73.3377,4.60E-01,1.11E+00,1.78E+00,7.36E-01
316,-26.6672,66.6711,5.18E-01,1.33E+00,2.08E+00,7.16E-01
317,-26.6675,60.0044,5.75E-01,1.56E+00,2.40E+00,7.13E-01
318,-26.6678,53.3377,6.30E-01,1.79E+00,2.75E+00,7.18E-01
319,-20,73.3379,4.63E-01,1.44E+00,1.65E+00,4.57E-01
320,-13.3329,73.3379,4.60E-01,1.74E+00,1.47E+00,5.29E-01
321,-6.66595,73.3379,4.51E-01,1.98E+00,1.27E+00,8.28E-01
322,-13.3329,80.0044,4.00E-01,1.44E+00,1.20E+00,4.33E-01
323,-13.3329,86.6709,3.42E-01,1.15E+00,9.46E-01,3.80E-01
324,-13.3329,93.3373,2.86E-01,8.56E-01,7.06E-01,3.98E-01
325,-19.9998,86.6709,3.46E-01,9.17E-01,1.10E+00,5.13E-01
326,-19.9999,80.0044,4.04E-01,1.18E+00,1.37E+00,4.63E-01
327,-19.9998,93.3374,2.91E-01,6.47E-01,8.44E-01,6.15E-01
328,-6.66604,86.6708,3.33E-01,1.34E+00,7.89E-01,4.94E-01
329,-6.66599,80.0044,3.91E-01,1.65E+00,1.02E+00,6.52E-01
330,-6.66611,93.3373,2.78E-01,1.03E+00,5.69E-01,3.83E-01
331,-13.3332,53.3382,6.43E-01,2.74E+00,2.48E+00,9.24E-01
332,-13.333,60.0048,5.82E-01,2.38E+00,2.10E+00,7.81E-01
333,-13.333,66.6714,5.20E-01,2.05E+00,1.77E+00,6.48E-01
334,-20.0003,60.0047,5.82E-01,1.98E+00,2.29E+00,5.21E-01
335,-20.0005,53.338,6.41E-01,2.27E+00,2.67E+00,5.72E-01
336,-20.0001,66.6713,5.22E-01,1.71E+00,1.95E+00,4.80E-01
337,-6.66593,60.0048,5.74E-01,2.69E+00,1.84E+00,1.22E+00
338,-6.66595,53.3382,6.36E-01,3.11E+00,2.19E+00,1.44E+00
339,-6.66593,66.6714,5.12E-01,2.32E+00,1.54E+00,1.02E+00
340,-46.668,73.3368,4.20E-01,3.54E-01,1.85E+00,1.95E+00
341,-40.001,73.3372,4.38E-01,5.22E-01,1.87E+00,1.59E+00
342,-33.334,73.3375,4.52E-01,7.89E-01,1.85E+00,1.17E+00
343,-40.0007,80.0038,3.87E-01,3.75E-01,1.63E+00,1.60E+00
344,-40.0005,86.6704,3.35E-01,2.64E-01,1.39E+00,1.63E+00
