NodeID,Y,Z,Displacement,Stress_L1,Stress_L2,Stress_L4
2,99.9762,-99.9763,1.52E+00,8.49E+01,2.83E+01,1.03E+02
3,99.9782,-93.3063,1.68E+00,8.63E+01,2.97E+01,1.04E+02
4,99.9816,-86.6378,1.83E+00,8.65E+01,3.11E+01,1.04E+02
5,99.9862,-79.9707,1.96E+00,8.52E+01,3.26E+01,1.03E+02
6,99.9916,-73.3047,2.07E+00,8.25E+01,3.41E+01,9.94E+01
7,99.9976,-66.6398,2.18E+00,7.89E+01,3.56E+01,9.53E+01
8,100.004,-59.9754,2.27E+00,7.50E+01,3.72E+01,9.07E+01
9,100.01,-53.3115,2.36E+00,7.10E+01,3.88E+01,8.58E+01
10,100.016,-46.6478,2.43E+00,6.73E+01,4.04E+01,8.10E+01
11,100.021,-39.9841,2.49E+00,6.39E+01,4.21E+01,7.62E+01
12,100.025,-33.3205,2.55E+00,6.11E+01,4.38E+01,7.15E+01
13,100.029,-26.6568,2.59E+00,5.87E+01,4.55E+01,6.69E+01
14,100.032,-19.9929,2.62E+00,5.68E+01,4.73E+01,6.23E+01
15,100.034,-13.329,2.65E+00,5.52E+01,4.92E+01,5.77E+01
16,100.035,-6.66512,2.66E+00,5.40E+01,5.12E+01,5.32E+01
17,100.035,-0.00116793,2.66E+00,5.31E+01,5.33E+01,4.87E+01
18,100.035,6.66275,2.65E+00,5.23E+01,5.57E+01,4.43E+01
19,100.033,13.3266,2.63E+00,5.16E+01,5.83E+01,4.00E+01
20,100.03,19.9904,2.60E+00,5.10E+01,6.11E+01,3.58E+01
21,100.026,26.654,2.56E+00,5.05E+01,6.43E+01,3.16E+01
22,100.022,33.3176,2.51E+00,5.00E+01,6.78E+01,2.75E+01
23,100.017,39.981,2.45E+00,4.96E+01,7.18E+01,2.36E+01
24,100.011,46.6445,2.38E+00,4.91E+01,7.60E+01,1.98E+01
25,100.005,53.308,2.31E+00,4.87E+01,8.07E+01,1.63E+01
26,99.9984,59.9718,2.22E+00,4.81E+01,8.54E+01,1.33E+01
27,99.992,66.6359,2.12E+00,4.75E+01,9.01E+01,1.10E+01
28,99.986,73.3008,2.00E+00,4.67E+01,9.42E+01,9.84E+00
29,99.9806,79.9665,1.88E+00,4.59E+01,9.73E+01,9.91E+00
30,99.9762,86.6335,1.74E+00,4.50E+01,9.89E+01,1.09E+01
