NodeID,Y,Z,Displacement,Stress_L1,Stress_L2,Stress_L4
2,100,-100,0.00E+00,8.72E+01,7.80E+00,1.91E+02
3,100,-93.3333,0.00E+00,9.52E+01,9.46E+00,2.21E+02
4,100,-86.6667,0.00E+00,1.02E+02,1.47E+01,2.66E+02
5,100,-80,0.00E+00,9.67E+01,2.00E+01,2.89E+02
6,100,-73.3333,0.00E+00,8.62E+01,2.16E+01,3.00E+02
7,100,-66.6667,0.00E+00,7.20E+01,2.02E+01,3.02E+02
8,100,-60,0.00E+00,5.63E+01,1.71E+01,3.00E+02
9,100,-53.3333,0.00E+00,4.02E+01,1.35E+01,2.95E+02
10,100,-46.6667,0.00E+00,2.48E+01,1.03E+01,2.88E+02
11,100,-40,0.00E+00,1.22E+01,9.21E+00,2.81E+02
12,100,-33.3333,0.00E+00,9.64E+00,1.13E+01,2.74E+02
13,100,-26.6667,0.00E+00,1.78E+01,1.57E+01,2.66E+02
14,100,-20,0.00E+00,2.80E+01,2.14E+01,2.59E+02
15,100,-13.3333,0.00E+00,3.74E+01,2.78E+01,2.51E+02
16,100,-6.66667,0.00E+00,4.58E+01,3.48E+01,2.42E+02
17,100,0,0.00E+00,5.32E+01,4.24E+01,2.33E+02
18,100,6.66667,0.00E+00,5.96E+01,5.06E+01,2.24E+02
19,100,13.3333,0.00E+00,6.50E+01,5.95E+01,2.14E+02
20,100,20,0.00E+00,6.96E+01,6.91E+01,2.03E+02
21,100,26.6667,0.00E+00,7.33E+01,7.96E+01,1.91E+02
22,100,33.3333,0.00E+00,7.61E+01,9.09E+01,1.79E+02
23,100,40,0.00E+00,7.77E+01,1.03E+02,1.65E+02
24,100,46.6667,0.00E+00,7.79E+01,1.17E+02,1.50E+02
25,100,53.3333,0.00E+00,7.63E+01,1.31E+02,1.33E+02
26,100,60,0.00E+00,7.19E+01,1.45E+02,1.13E+02
27,100,66.6667,0.00E+00,6.36E+01,1.58E+02,9.06E+01
28,100,73.3333,0.00E+00,5.00E+01,1.68E+02,6.55E+01
29,100,80,0.00E+00,3.14E+01,1.74E+02,4.03E+01
30,100,86.6667,0.00E+00,1.55E+01,1.72E+02,2.33E+01
31,100,93.3333,0.00E+00,8.79E+00,1.54E+02,1.50E+01
32,100,100,0.00E+00,7.73E+00,1.39E+02,1.16E+01
33,93.3333,100,0.00E+00,8.85E+00,1.55E+02,1.53E+01
34,86.6667,100,0.00E+00,1.38E+01,1.74E+02,2.30E+01
35,80,100,0.00E+00,2.75E+01,1.78E+02,3.93E+01
36,73.3333,100,0.00E+00,4.58E+01,1.74E+02,6.52E+01
37,66.6667,100,0.00E+00,5.97E+01,1.64E+02,9.13E+01
38,60,100,0.00E+00,6.86E+01,1.52E+02,1.14E+02
39,53.3333,100,0.00E+00,7.35E+01,1.38E+02,1.35E+02
40,46.6667,100,0.00E+00,7.57E+01,1.24E+02,1.52E+02
41,40,100,0.00E+00,7.59E+01,1.10E+02,1.67E+02
42,33.3333,100,0.00E+00,7.46E+01,9.77E+01,1.81E+02
43,26.6667,100,0.00E+00,7.22E+01,8.61E+01,1.94E+02
44,20,100,0.00E+00,6.88E+01,7.54E+01,2.05E+02
45,13.3333,100,0.00E+00,6.44E+01,6.56E+01,2.16E+02
46,6.66667,100,0.00E+00,5.91E+01,5.65E+01,2.26E+02
47,0,100,0.00E+00,5.29E+01,4.80E+01,2.35E+02
48,-6.66667,100,0.00E+00,4.57E+01,4.02E+01,2.43E+02
49,-13.3333,100,0.00E+00,3.74E+01,3.29E+01,2.51E+02
50,-20,100,0.00E+00,2.81E+01,2.61E+01,2.59E+02
51,-26.6667,100,0.00E+00,1.78E+01,1.99E+01,2.66E+02
52,-33.3333,100,0.00E+00,9.28E+00,1.46E+01,2.73E+02
53,-40,100,0.00E+00,1.16E+01,1.09E+01,2.80E+02
54,-46.6667,100,0.00E+00,2.45E+01,9.85E+00,2.87E+02
55,-53.3333,100,0.00E+00,4.01E+01,1.17E+01,2.93E+02
56,-60,100,0.00E+00,5.67E+01,1.50E+01,2.99E+02
57,-66.6667,100,0.00E+00,7.31E+01,1.81E+01,3.01E+02
58,-73.3333,100,0.00E+00,8.82E+01,1.97E+01,2.99E+02
59,-80,100,0.00E+00,9.96E+01,1.84E+01,2.89E+02
60,-86.6667,100,0.00E+00,1.05E+02,1.41E+01,2.68E+02
61,-93.3333,100,0.00E+00,9.78E+01,9.71E+00,2.23E+02
62,-100,100,0.00E+00,8.92E+01,7.94E+00,1.93E+02
63,-100,93.3333,0.00E+00,9.77E+01,9.64E+00,2.24E+02
64,-100,86.6667,0.00E+00,1.05E+02,1.47E+01,2.70E+02
65,-100,80,0.00E+00,9.95E+01,1.98E+01,2.92E+02
66,-100,73.3333,0.00E+00,8.84E+01,2.14E+01,3.03E+02
67,-100,66.6667,0.00E+00,7.36E+01,2.00E+01,3.05E+02
68,-100,60,0.00E+00,5.71E+01,1.70E+01,3.02E+02
69,-100,53.3333,0.00E+00,4.04E+01,1.34E+01,2.96E+02
70,-100,46.6667,0.00E+00,2.47E+01,1.03E+01,2.89E+02
71,-100,40,0.00E+00,1.19E+01,9.23E+00,2.82E+02
72,-100,33.3333,0.00E+00,9.97E+00,1.13E+01,2.74E+02
73,-100,26.6667,0.00E+00,1.86E+01,1.57E+01,2.67E+02
74,-100,20,0.00E+00,2.90E+01,2.13E+01,2.59E+02
75,-100,13.3333,0.00E+00,3.85E+01,2.77E+01,2.51E+02
76,-100,6.66667,0.00E+00,4.69E+01,3.46E+01,2.43E+02
77,-100,0,0.00E+00,5.42E+01,4.21E+01,2.34E+02
78,-100,-6.66667,0.00E+00,6.05E+01,5.03E+01,2.24E+02
79,-100,-13.3333,0.00E+00,6.59E+01,5.92E+01,2.14E+02
80,-100,-20,0.00E+00,7.04E+01,6.90E+01,2.04E+02
81,-100,-26.6667,0.00E+00,7.40E+01,7.96E+01,1.92E+02
82,-100,-33.3333,0.00E+00,7.66E+01,9.12E+01,1.80E+02
83,-100,-40,0.00E+00,7.81E+01,1.04E+02,1.66E+02
84,-100,-46.6667,0.00E+00,7.82E+01,1.18E+02,1.51E+02
85,-100,-53.3333,0.00E+00,7.64E+01,1.32E+02,1.34E+02
86,-100,-60,0.00E+00,7.17E+01,1.47E+02,1.15E+02
87,-100,-66.6667,0.00E+00,6.31E+01,1.61E+02,9.23E+01
88,-100,-73.3333,0.00E+00,4.94E+01,1.72E+02,6.70E+01
89,-100,-80,0.00E+00,3.10E+01,1.78E+02,4.14E+01
90,-100,-86.6667,0.00E+00,1.55E+01,1.77E+02,2.40E+01
91,-100,-93.3333,0.00E+00,9.00E+00,1.58E+02,1.53E+01
92,-100,-100,0.00E+00,7.89E+00,1.42E+02,1.18E+01
93,-93.3333,-100,0.00E+00,9.00E+00,1.58E+02,1.55E+01
94,-86.6667,-100,0.00E+00,1.42E+01,1.76E+02,2.29E+01
95,-80,-100,0.00E+00,2.81E+01,1.78E+02,3.82E+01
96,-73.3333,-100,0.00E+00,4.61E+01,1.71E+02,6.29E+01
97,-66.6667,-100,0.00E+00,5.94E+01,1.60E+02,8.79E+01
98,-60,-100,0.00E+00,6.73E+01,1.46E+02,1.10E+02
99,-53.3333,-100,0.00E+00,7.13E+01,1.32E+02,1.30E+02
100,-46.6667,-100,0.00E+00,7.25E+01,1.17E+02,1.47E+02
101,-40,-100,0.00E+00,7.19E+01,1.04E+02,1.62E+02
102,-33.3333,-100,0.00E+00,6.99E+01,9.15E+01,1.76E+02
103,-26.6667,-100,0.00E+00,6.68E+01,8.02E+01,1.88E+02
104,-20,-100,0.00E+00,6.28E+01,6.99E+01,2.00E+02
105,-13.3333,-100,0.00E+00,5.79E+01,6.05E+01,2.11E+02
106,-6.66667,-100,0.00E+00,5.23E+01,5.18E+01,2.21E+02
107,0,-100,0.00E+00,4.57E+01,4.38E+01,2.31E+02
108,6.66667,-100,0.00E+00,3.83E+01,3.64E+01,2.40E+02
109,13.3333,-100,0.00E+00,2.99E+01,2.96E+01,2.48E+02
110,20,-100,0.00E+00,2.05E+01,2.34E+01,2.57E+02
111,26.6667,-100,0.00E+00,1.12E+01,1.78E+01,2.65E+02
112,33.3333,-100,0.00E+00,9.29E+00,1.32E+01,2.73E+02
113,40,-100,0.00E+00,1.84E+01,1.04E+01,2.80E+02
114,46.6667,-100,0.00E+00,3.25E+01,1.02E+01,2.88E+02
115,53.3333,-100,0.00E+00,4.79E+01,1.24E+01,2.95E+02
116,60,-100,0.00E+00,6.39E+01,1.56E+01,3.00E+02
117,66.6667,-100,0.00E+00,7.92E+01,1.84E+01,3.02E+02
118,73.3333,-100,0.00E+00,9.26E+01,1.98E+01,3.00E+02
119,80,-100,0.00E+00,1.02E+02,1.82E+01,2.89E+02
120,86.6667,-100,0.00E+00,1.05E+02,1.39E+01,2.66E+02
121,93.3333,-100,0.00E+00,9.62E+01,9.58E+00,2.21E+02
122,-93.3571,-0.0014027,2.73E-01,5.54E+01,6.60E+01,1.87E+02
123,-86.7021,0.000300757,8.17E-01,7.53E+01,9.73E+01,1.26E+02
124,-80.0443,0.000892526,1.43E+00,1.02E+02,1.09E+02,1.11E+02
125,-73.3843,0.00137843,2.08E+00,1.15E+02,1.17E+02,1.10E+02
126,-66.7225,0.00183798,2.73E+00,1.24E+02,1.24E+02,1.13E+02
127,-60.059,0.00233076,3.40E+00,1.33E+02,1.31E+02,1.17E+02
128,-53.3943,0.00284577,4.08E+00,1.43E+02,1.39E+02,1.21E+02
129,-46.729,0.00338239,4.80E+00,1.55E+02,1.48E+02,1.24E+02
130,-40.0636,0.00382278,5.54E+00,1.71E+02,1.60E+02,1.28E+02
131,-33.3988,0.00410918,6.33E+00,1.95E+02,1.77E+02,1.31E+02
132,-26.7361,0.00379327,7.18E+00,2.33E+02,2.03E+02,1.37E+02
133,-20.0772,0.00231216,8.11E+00,3.01E+02,2.50E+02,1.52E+02
134,-13.4314,-0.00454653,9.18E+00,4.69E+02,3.60E+02,1.79E+02
135,-6.78758,-0.017579,1.04E+01,8.37E+02,6.05E+02,1.95E+02
136,0.00284819,-0.00178963,1.13E+01,1.08E+03,7.73E+02,1.97E+02
137,6.78848,0.0158359,1.04E+01,8.38E+02,6.11E+02,2.02E+02
138,13.4282,0.00420111,9.14E+00,4.73E+02,3.66E+02,1.89E+02
139,20.074,-0.00228145,8.08E+00,3.05E+02,2.55E+02,1.59E+02
140,26.7332,-0.0035897,7.15E+00,2.35E+02,2.07E+02,1.42E+02
141,33.3963,-0.00380758,6.30E+00,1.96E+02,1.79E+02,1.35E+02
142,40.0613,-0.00348702,5.51E+00,1.72E+02,1.62E+02,1.30E+02
143,46.7269,-0.00306954,4.77E+00,1.55E+02,1.49E+02,1.26E+02
144,53.3924,-0.0025831,4.06E+00,1.43E+02,1.40E+02,1.22E+02
145,60.0573,-0.00212479,3.38E+00,1.33E+02,1.32E+02,1.18E+02
